,통계표코드,통계명,통계항목1코드,통계항목명1,date,value
5094,901Y009,4.2.1. 소비자물가지수,I05105,대학교재,2020Q1,99.66
5095,901Y009,4.2.1. 소비자물가지수,I05301,종이문구,2020Q1,99.57
5096,901Y009,4.2.1. 소비자물가지수,I05302,기타문구,2020Q1,99.55
5097,901Y009,4.2.1. 소비자물가지수,I05303,필기구,2020Q1,101.87
5098,901Y009,4.2.1. 소비자물가지수,J04111,기타학원비,2020Q1,99.88
5099,901Y009,4.2.1. 소비자물가지수,K01132,쌀국수,2020Q1,99.7
5100,901Y009,4.2.1. 소비자물가지수,K01135,소주(외식),2020Q1,99.72
5101,901Y009,4.2.1. 소비자물가지수,K01137,막걸리(외식),2020Q1,100.08
5102,901Y009,4.2.1. 소비자물가지수,L02107,선글라스,2020Q1,101.42
5103,901Y009,4.2.1. 소비자물가지수,L02108,지갑,2020Q1,101.8
5104,901Y009,4.2.1. 소비자물가지수,L03101,산후조리원이용료,2020Q1,99.58
5105,901Y009,4.2.1. 소비자물가지수,L03102,보육시설이용료,2020Q1,101.64
5106,901Y009,4.2.1. 소비자물가지수,L03103,요양시설이용료,2020Q1,100
5107,901Y009,4.2.1. 소비자물가지수,L03104,보험서비스료,2020Q1,98.9
5108,901Y009,4.2.1. 소비자물가지수,L03105,자동차보험료,2020Q1,98.96
5109,901Y009,4.2.1. 소비자물가지수,L03107,부동산중개수수료,2020Q1,100
5110,901Y009,4.2.1. 소비자물가지수,L03109,대입전형료,2020Q1,99.91
5111,901Y009,4.2.1. 소비자물가지수,L03110,시험응시료,2020Q1,100
5112,901Y009,4.2.1. 소비자물가지수,L03111,장례비,2020Q1,99.74
5113,901Y009,4.2.1. 소비자물가지수,I01,"음향, 영상, 사진 및 정보처리 장비",2020Q2,100.48
5114,901Y009,4.2.1. 소비자물가지수,I011,영상·음향기기,2020Q2,101.83
5115,901Y009,4.2.1. 소비자물가지수,I01101,TV,2020Q2,102.92
5116,901Y009,4.2.1. 소비자물가지수,I01102,영상음향기기,2020Q2,98.54
5117,901Y009,4.2.1. 소비자물가지수,I012,정보처리기기·소모품,2020Q2,99.67
5118,901Y009,4.2.1. 소비자물가지수,J04,기타교육,2020Q2,99.86
5119,901Y009,4.2.1. 소비자물가지수,J041,학원 및 보습교육,2020Q2,99.86
5120,901Y009,4.2.1. 소비자물가지수,J04101,초등학생학원비,2020Q2,99.7
5121,901Y009,4.2.1. 소비자물가지수,J04102,중학생학원비,2020Q2,99.84
5122,901Y009,4.2.1. 소비자물가지수,J04103,고등학생학원비,2020Q2,99.79
5123,901Y009,4.2.1. 소비자물가지수,F02201,치과진료비,2020Q2,100.07
5124,901Y009,4.2.1. 소비자물가지수,F02202,치과보철료,2020Q2,99.72
5125,901Y009,4.2.1. 소비자물가지수,F03,병원 서비스,2020Q2,100.05
5126,901Y009,4.2.1. 소비자물가지수,F031,병원 서비스,2020Q2,100.05
5127,901Y009,4.2.1. 소비자물가지수,F03101,입원진료비,2020Q2,100
5128,901Y009,4.2.1. 소비자물가지수,F03102,병원검사료,2020Q2,100.41
5129,901Y009,4.2.1. 소비자물가지수,G,교통,2020Q2,97.32
5130,901Y009,4.2.1. 소비자물가지수,G01,운송장비,2020Q2,98.77
5131,901Y009,4.2.1. 소비자물가지수,G011,운송장비,2020Q2,98.77
5132,901Y009,4.2.1. 소비자물가지수,G01101,소형승용차,2020Q2,97.91
5133,901Y009,4.2.1. 소비자물가지수,G01102,중형승용차,2020Q2,97.9
5134,901Y009,4.2.1. 소비자물가지수,G01103,대형승용차,2020Q2,98.66
5135,901Y009,4.2.1. 소비자물가지수,G01104,경승용차,2020Q2,99.56
5136,901Y009,4.2.1. 소비자물가지수,G01105,다목적승용차,2020Q2,98.01
5137,901Y009,4.2.1. 소비자물가지수,G01106,수입승용차,2020Q2,99.7
5138,901Y009,4.2.1. 소비자물가지수,G02,개인운송장비 운영,2020Q2,95.6
5139,901Y009,4.2.1. 소비자물가지수,G021,개인운송장비 연료 및 윤활유,2020Q2,94.01
5140,901Y009,4.2.1. 소비자물가지수,G02101,휘발유,2020Q2,94.19
5141,901Y009,4.2.1. 소비자물가지수,G02102,경유,2020Q2,93.23
5142,901Y009,4.2.1. 소비자물가지수,G02103,자동차용LPG,2020Q2,96.6
5143,901Y009,4.2.1. 소비자물가지수,G022,개인운송장비 소모품 및 유지·수리,2020Q2,99.91
5144,901Y009,4.2.1. 소비자물가지수,G02201,자동차용품,2020Q2,100
5145,901Y009,4.2.1. 소비자물가지수,G02203,자동차타이어,2020Q2,100.03
5146,901Y009,4.2.1. 소비자물가지수,G02205,엔진오일교체료,2020Q2,99.86
5147,901Y009,4.2.1. 소비자물가지수,G023,개인운송장비 관련 기타 서비스,2020Q2,97.81
5148,901Y009,4.2.1. 소비자물가지수,G02301,자동차학원비,2020Q2,100.05
5149,901Y009,4.2.1. 소비자물가지수,G02302,주차료,2020Q2,98.31
5150,901Y009,4.2.1. 소비자물가지수,G02303,도로통행료,2020Q2,100.15
5151,901Y009,4.2.1. 소비자물가지수,G02304,승용차임차료,2020Q2,94.67
5152,901Y009,4.2.1. 소비자물가지수,G02305,대리운전이용료,2020Q2,99.47
5153,901Y009,4.2.1. 소비자물가지수,G02306,자동차검사료,2020Q2,100
5154,901Y009,4.2.1. 소비자물가지수,G03,운송 서비스,2020Q2,99.45
5155,901Y009,4.2.1. 소비자물가지수,G031,철도 여객수송,2020Q2,100
5156,901Y009,4.2.1. 소비자물가지수,G03101,열차료,2020Q2,100
5157,901Y009,4.2.1. 소비자물가지수,G03102,도시철도료,2020Q2,100
5158,901Y009,4.2.1. 소비자물가지수,G032,도로 여객수송,2020Q2,99.88
5159,901Y009,4.2.1. 소비자물가지수,G03201,시내버스료,2020Q2,99.81
5160,901Y009,4.2.1. 소비자물가지수,G03203,택시료,2020Q2,100
5161,901Y009,4.2.1. 소비자물가지수,G033,항공 및 수상여객운송,2020Q2,95.45
5162,901Y009,4.2.1. 소비자물가지수,G03301,국내항공료,2020Q2,96.69
5163,901Y009,4.2.1. 소비자물가지수,G03302,국제항공료,2020Q2,94.27
5164,901Y009,4.2.1. 소비자물가지수,G03303,여객선료,2020Q2,100.09
5165,901Y009,4.2.1. 소비자물가지수,G034,기타 여객운송,2020Q2,99.33
5166,901Y009,4.2.1. 소비자물가지수,G03401,이삿짐운송료,2020Q2,99.27
5167,901Y009,4.2.1. 소비자물가지수,G03402,택배이용료,2020Q2,99.47
5168,901Y009,4.2.1. 소비자물가지수,H,통신,2020Q2,101.46
5169,901Y009,4.2.1. 소비자물가지수,H01,우편서비스,2020Q2,100
5170,901Y009,4.2.1. 소비자물가지수,H011,우편서비스,2020Q2,100
5171,901Y009,4.2.1. 소비자물가지수,H01101,우편료,2020Q2,100
5172,901Y009,4.2.1. 소비자물가지수,H02,전화 및 팩스장비,2020Q2,100.31
5173,901Y009,4.2.1. 소비자물가지수,H021,전화 및 팩스장비,2020Q2,100.31
5174,901Y009,4.2.1. 소비자물가지수,H02101,휴대전화기,2020Q2,100.31
5175,901Y009,4.2.1. 소비자물가지수,H03,전화 및 팩스 서비스,2020Q2,101.81
5176,901Y009,4.2.1. 소비자물가지수,H031,전화 및 팩스 서비스,2020Q2,101.81
5177,901Y009,4.2.1. 소비자물가지수,H03101,유선전화료,2020Q2,100.02
5178,901Y009,4.2.1. 소비자물가지수,H03102,휴대전화료,2020Q2,102.14
5179,901Y009,4.2.1. 소비자물가지수,H03103,인터넷이용료,2020Q2,100
5180,901Y009,4.2.1. 소비자물가지수,H03104,휴대전화기수리비,2020Q2,101.09
5181,901Y009,4.2.1. 소비자물가지수,I,오락 및 문화,2020Q2,99.86
5182,901Y009,4.2.1. 소비자물가지수,K01119,자장면,2020Q2,99.59
5183,901Y009,4.2.1. 소비자물가지수,K01120,짬뽕,2020Q2,99.61
5184,901Y009,4.2.1. 소비자물가지수,K01121,탕수육,2020Q2,99.77
5185,901Y009,4.2.1. 소비자물가지수,K01122,볶음밥,2020Q2,99.43
5186,901Y009,4.2.1. 소비자물가지수,K01123,돈가스,2020Q2,99.99
5187,901Y009,4.2.1. 소비자물가지수,I01201,컴퓨터,2020Q2,99.62
5188,901Y009,4.2.1. 소비자물가지수,I01202,컴퓨터수리비,2020Q2,100
5189,901Y009,4.2.1. 소비자물가지수,I01203,휴대용멀티미디어기기,2020Q2,99.61
5190,901Y009,4.2.1. 소비자물가지수,I01205,저장장치,2020Q2,100.48
5191,901Y009,4.2.1. 소비자물가지수,I02,기타 오락 및 문화용 주요 내구재,2020Q2,98
5192,901Y009,4.2.1. 소비자물가지수,I021,기타 오락 및 문화용 주요 내구재,2020Q2,98
5193,901Y009,4.2.1. 소비자물가지수,I03,"기타 오락용품, 조경용품 및 애완동물",2020Q2,99.67
5194,901Y009,4.2.1. 소비자물가지수,I031,"기타 오락용품, 조경용품 및 애완동물",2020Q2,99.67
5195,901Y009,4.2.1. 소비자물가지수,I03101,장난감,2020Q2,100.04
5196,901Y009,4.2.1. 소비자물가지수,I03102,레저용품,2020Q2,99.63
5197,901Y009,4.2.1. 소비자물가지수,I03103,운동용품,2020Q2,101.07
5198,901Y009,4.2.1. 소비자물가지수,I03104,화초,2020Q2,92.49
5199,901Y009,4.2.1. 소비자물가지수,I03105,원예용품,2020Q2,100.28
5200,901Y009,4.2.1. 소비자물가지수,I03106,반려동물용품,2020Q2,99.89
5201,901Y009,4.2.1. 소비자물가지수,I03107,반려동물관리비,2020Q2,99.98
5202,901Y009,4.2.1. 소비자물가지수,I04,오락 및 문화 서비스,2020Q2,99.81
5203,901Y009,4.2.1. 소비자물가지수,I041,오락 및 스포츠 서비스,2020Q2,99.51
5204,901Y009,4.2.1. 소비자물가지수,I04101,수영장이용료,2020Q2,99.7
5205,901Y009,4.2.1. 소비자물가지수,I04102,볼링장이용료,2020Q2,99.99
5206,901Y009,4.2.1. 소비자물가지수,I04104,골프연습장이용료,2020Q2,99.96
5207,901Y009,4.2.1. 소비자물가지수,I04106,당구장이용료,2020Q2,100.1
5208,901Y009,4.2.1. 소비자물가지수,I04107,노래방이용료,2020Q2,99.83
5209,901Y009,4.2.1. 소비자물가지수,I04109,놀이시설이용료,2020Q2,98.22
5210,901Y009,4.2.1. 소비자물가지수,I04110,운동경기관람료,2020Q2,99.01
5211,901Y009,4.2.1. 소비자물가지수,I042,문화 서비스,2020Q2,99.97
5212,901Y009,4.2.1. 소비자물가지수,I04201,영화관람료,2020Q2,97.51
5213,901Y009,4.2.1. 소비자물가지수,I04202,공연예술관람료,2020Q2,100.22
5214,901Y009,4.2.1. 소비자물가지수,I04203,관람시설이용료,2020Q2,99.4
5215,901Y009,4.2.1. 소비자물가지수,I04204,독서실비,2020Q2,99.96
5216,901Y009,4.2.1. 소비자물가지수,I04205,문화강습료,2020Q2,99.65
5217,901Y009,4.2.1. 소비자물가지수,I04206,온라인콘텐츠이용료,2020Q2,100.2
5218,901Y009,4.2.1. 소비자물가지수,I04207,방송수신료,2020Q2,99.99
5219,901Y009,4.2.1. 소비자물가지수,I04208,사진서비스료,2020Q2,99.79
5220,901Y009,4.2.1. 소비자물가지수,I05,"신문, 서적 및 문방구",2020Q2,99.98
5221,901Y009,4.2.1. 소비자물가지수,I051,서적,2020Q2,100.16
5222,901Y009,4.2.1. 소비자물가지수,I05101,유아용학습교재,2020Q2,100.31
5223,901Y009,4.2.1. 소비자물가지수,I05102,초등학교학습서,2020Q2,100
5224,901Y009,4.2.1. 소비자물가지수,I05103,중학교학습서,2020Q2,100
5225,901Y009,4.2.1. 소비자물가지수,I05104,고등학교학습서,2020Q2,100
5226,901Y009,4.2.1. 소비자물가지수,I05106,서적,2020Q2,100.31
5227,901Y009,4.2.1. 소비자물가지수,I052,신문 및 정기 간행물,2020Q2,100
5228,901Y009,4.2.1. 소비자물가지수,I05201,신문,2020Q2,100
5229,901Y009,4.2.1. 소비자물가지수,I053,문방구,2020Q2,99.41
5230,901Y009,4.2.1. 소비자물가지수,I05304,회화용구,2020Q2,100.08
5231,901Y009,4.2.1. 소비자물가지수,I06,단체여행,2020Q2,99.35
5232,901Y009,4.2.1. 소비자물가지수,I061,단체여행,2020Q2,99.35
5233,901Y009,4.2.1. 소비자물가지수,I06101,국내단체여행비,2020Q2,99.34
5234,901Y009,4.2.1. 소비자물가지수,I06102,해외단체여행비,2020Q2,99.36
5235,901Y009,4.2.1. 소비자물가지수,J,교육,2020Q2,100.01
5236,901Y009,4.2.1. 소비자물가지수,J01,유치원 및 초등교육,2020Q2,100.08
5237,901Y009,4.2.1. 소비자물가지수,J011,유치원 및 초등교육,2020Q2,100.08
5238,901Y009,4.2.1. 소비자물가지수,J01101,유치원납입금,2020Q2,100.08
5239,901Y009,4.2.1. 소비자물가지수,J03,고등교육,2020Q2,100.52
5240,901Y009,4.2.1. 소비자물가지수,J031,고등교육,2020Q2,100.52
5241,901Y009,4.2.1. 소비자물가지수,J03101,전문대학납입금,2020Q2,100.49
5242,901Y009,4.2.1. 소비자물가지수,J03102,국공립대학교납입금,2020Q2,100.69
5243,901Y009,4.2.1. 소비자물가지수,J03103,사립대학교납입금,2020Q2,100.58
5244,901Y009,4.2.1. 소비자물가지수,J03104,국공립대학원납입금,2020Q2,100.08
5245,901Y009,4.2.1. 소비자물가지수,J03105,사립대학원납입금,2020Q2,100.07
5246,901Y009,4.2.1. 소비자물가지수,C01503,장갑,2020Q2,100.01
5247,901Y009,4.2.1. 소비자물가지수,C016,"의류 세탁, 수선 및 임차",2020Q2,99.85
5248,901Y009,4.2.1. 소비자물가지수,C01601,의복수선료,2020Q2,99.95
5249,901Y009,4.2.1. 소비자물가지수,C01602,세탁료,2020Q2,99.84
5250,901Y009,4.2.1. 소비자물가지수,C02,신발,2020Q2,98.33
5251,901Y009,4.2.1. 소비자물가지수,J04104,음악학원비,2020Q2,100.02
5252,901Y009,4.2.1. 소비자물가지수,J04105,미술학원비,2020Q2,99.95
5253,901Y009,4.2.1. 소비자물가지수,J04106,운동학원비,2020Q2,100.02
5254,901Y009,4.2.1. 소비자물가지수,J04107,전산학원비,2020Q2,100.02
5255,901Y009,4.2.1. 소비자물가지수,E03106,김치냉장고,2020Q2,98.81
5256,901Y009,4.2.1. 소비자물가지수,E03107,에어컨,2020Q2,101.04
5257,901Y009,4.2.1. 소비자물가지수,E03108,선풍기,2020Q2,101.41
5258,901Y009,4.2.1. 소비자물가지수,E03109,공기청정기,2020Q2,101.9
5259,901Y009,4.2.1. 소비자물가지수,E03110,세탁기,2020Q2,100.18
5260,901Y009,4.2.1. 소비자물가지수,E03113,청소기,2020Q2,100.97
5261,901Y009,4.2.1. 소비자물가지수,E03114,소형주방가전,2020Q2,96.37
5262,901Y009,4.2.1. 소비자물가지수,E032,가정용 기구 수리서비스,2020Q2,100.76
5263,901Y009,4.2.1. 소비자물가지수,E03201,가전제품수리비,2020Q2,101.59
5264,901Y009,4.2.1. 소비자물가지수,E03202,가전제품렌탈비,2020Q2,100
5265,901Y009,4.2.1. 소비자물가지수,E04,주방용품 및 가정용품,2020Q2,100.11
5266,901Y009,4.2.1. 소비자물가지수,E041,주방용품 및 가정용품,2020Q2,100.11
5267,901Y009,4.2.1. 소비자물가지수,E04101,식기,2020Q2,99.21
5268,901Y009,4.2.1. 소비자물가지수,E04102,컵,2020Q2,101.78
5269,901Y009,4.2.1. 소비자물가지수,E04103,솥,2020Q2,98.55
5270,901Y009,4.2.1. 소비자물가지수,E04104,프라이팬,2020Q2,103.48
5271,901Y009,4.2.1. 소비자물가지수,E04105,냄비,2020Q2,102.53
5272,901Y009,4.2.1. 소비자물가지수,E04106,수저,2020Q2,100.38
5273,901Y009,4.2.1. 소비자물가지수,E04107,밀폐용기,2020Q2,95.79
5274,901Y009,4.2.1. 소비자물가지수,E04108,부엌용용구,2020Q2,99.79
5275,901Y009,4.2.1. 소비자물가지수,E05,가정·정원용 공구 및 장비,2020Q2,98.88
5276,901Y009,4.2.1. 소비자물가지수,E051,가정·정원용 공구 및 장비,2020Q2,98.88
5277,901Y009,4.2.1. 소비자물가지수,E05101,보일러,2020Q2,98.13
5278,901Y009,4.2.1. 소비자물가지수,E05102,건전지,2020Q2,99.89
5279,901Y009,4.2.1. 소비자물가지수,E05103,소형가사용품,2020Q2,99.68
5280,901Y009,4.2.1. 소비자물가지수,E06,일상 생활용품 및 가사 서비스,2020Q2,100.11
5281,901Y009,4.2.1. 소비자물가지수,E061,비내구성 가정용품,2020Q2,100.44
5282,901Y009,4.2.1. 소비자물가지수,J04108,가정학습지,2020Q2,100
5283,901Y009,4.2.1. 소비자물가지수,J04109,이러닝이용료,2020Q2,100
5284,901Y009,4.2.1. 소비자물가지수,J04110,학교보충교육비,2020Q2,100.02
5285,901Y009,4.2.1. 소비자물가지수,J042,성인학원 및 기타교육,2020Q2,99.8
5286,901Y009,4.2.1. 소비자물가지수,J04201,취업학원비,2020Q2,99.72
5287,901Y009,4.2.1. 소비자물가지수,J04202,외국어학원비,2020Q2,99.75
5288,901Y009,4.2.1. 소비자물가지수,J04203,운동강습료,2020Q2,99.86
5289,901Y009,4.2.1. 소비자물가지수,K,음식 및 숙박,2020Q2,99.75
5290,901Y009,4.2.1. 소비자물가지수,K01,음식 서비스,2020Q2,99.83
5291,901Y009,4.2.1. 소비자물가지수,K011,음식 서비스,2020Q2,99.83
5292,901Y009,4.2.1. 소비자물가지수,K01101,김치찌개백반,2020Q2,99.71
5293,901Y009,4.2.1. 소비자물가지수,K01102,된장찌개백반,2020Q2,99.9
5294,901Y009,4.2.1. 소비자물가지수,K01103,비빔밥,2020Q2,99.92
5295,901Y009,4.2.1. 소비자물가지수,K01104,설렁탕,2020Q2,99.68
5296,901Y009,4.2.1. 소비자물가지수,K01105,갈비탕,2020Q2,99.54
5297,901Y009,4.2.1. 소비자물가지수,K01106,삼계탕,2020Q2,99.95
5298,901Y009,4.2.1. 소비자물가지수,K01107,해물찜,2020Q2,99.87
5299,901Y009,4.2.1. 소비자물가지수,K01108,해장국,2020Q2,100.06
5300,901Y009,4.2.1. 소비자물가지수,K01109,불고기,2020Q2,99.54
5301,901Y009,4.2.1. 소비자물가지수,K01110,쇠고기(외식),2020Q2,99.34
5302,901Y009,4.2.1. 소비자물가지수,K01111,돼지갈비(외식),2020Q2,99.88
5303,901Y009,4.2.1. 소비자물가지수,K01112,삼겹살(외식),2020Q2,99.76
5304,901Y009,4.2.1. 소비자물가지수,K01113,오리고기(외식),2020Q2,99.9
5305,901Y009,4.2.1. 소비자물가지수,K01114,냉면,2020Q2,99.76
5306,901Y009,4.2.1. 소비자물가지수,K01115,칼국수,2020Q2,99.81
5307,901Y009,4.2.1. 소비자물가지수,K01116,죽(외식),2020Q2,100
5308,901Y009,4.2.1. 소비자물가지수,K01117,생선초밥,2020Q2,99.89
5309,901Y009,4.2.1. 소비자물가지수,K01118,생선회(외식),2020Q2,99.36
5310,901Y009,4.2.1. 소비자물가지수,K01130,햄버거,2020Q2,100.48
5311,901Y009,4.2.1. 소비자물가지수,K01131,피자,2020Q2,100.73
5312,901Y009,4.2.1. 소비자물가지수,K01133,커피(외식),2020Q2,100.12
5313,901Y009,4.2.1. 소비자물가지수,K01134,기타음료(외식),2020Q2,100.01
5314,901Y009,4.2.1. 소비자물가지수,K01136,맥주(외식),2020Q2,100
5315,901Y009,4.2.1. 소비자물가지수,E06101,세탁세제,2020Q2,99.37
5316,901Y009,4.2.1. 소비자물가지수,E06102,섬유유연제,2020Q2,100.58
5317,901Y009,4.2.1. 소비자물가지수,E06103,전구,2020Q2,101.68
5318,901Y009,4.2.1. 소비자물가지수,E06104,부엌용세제,2020Q2,99.85
5319,901Y009,4.2.1. 소비자물가지수,E06105,청소용세제,2020Q2,100.02
5320,901Y009,4.2.1. 소비자물가지수,E06106,살충제,2020Q2,99.71
5321,901Y009,4.2.1. 소비자물가지수,E06107,가정용비닐용품,2020Q2,99.81
5322,901Y009,4.2.1. 소비자물가지수,E06108,키친타월,2020Q2,102.98
5323,901Y009,4.2.1. 소비자물가지수,E06109,방향제,2020Q2,100.59
5324,901Y009,4.2.1. 소비자물가지수,E06110,습기제거제,2020Q2,100.42
5325,901Y009,4.2.1. 소비자물가지수,E062,가구내 고용 및 가사 서비스,2020Q2,99.78
5326,901Y009,4.2.1. 소비자물가지수,E06201,가사도우미료,2020Q2,99.8
5327,901Y009,4.2.1. 소비자물가지수,E06202,간병도우미료,2020Q2,99.77
5328,901Y009,4.2.1. 소비자물가지수,F,보건,2020Q2,100.5
5329,901Y009,4.2.1. 소비자물가지수,F01,의료용품 및 장비,2020Q2,101.23
5330,901Y009,4.2.1. 소비자물가지수,F011,의약품,2020Q2,100.24
5331,901Y009,4.2.1. 소비자물가지수,F01101,감기약,2020Q2,99.99
5332,901Y009,4.2.1. 소비자물가지수,F01102,진통제,2020Q2,99.05
5333,901Y009,4.2.1. 소비자물가지수,F01103,소화제,2020Q2,99.88
5334,901Y009,4.2.1. 소비자물가지수,F01104,위장약,2020Q2,99.85
5335,901Y009,4.2.1. 소비자물가지수,F01106,소염진통제,2020Q2,99.94
5336,901Y009,4.2.1. 소비자물가지수,F01107,피부질환제,2020Q2,99.9
5337,901Y009,4.2.1. 소비자물가지수,F01109,조제약,2020Q2,100.15
5338,901Y009,4.2.1. 소비자물가지수,F01111,인삼,2020Q2,100.38
5339,901Y009,4.2.1. 소비자물가지수,F01113,비타민제,2020Q2,100.02
5340,901Y009,4.2.1. 소비자물가지수,F01116,병원약품,2020Q2,100.13
5341,901Y009,4.2.1. 소비자물가지수,F012,의료용품 및 치료기기,2020Q2,103.44
5342,901Y009,4.2.1. 소비자물가지수,F01201,종이기저귀,2020Q2,100.28
5343,901Y009,4.2.1. 소비자물가지수,F01202,생리대,2020Q2,100.54
5344,901Y009,4.2.1. 소비자물가지수,F01205,안경,2020Q2,100.15
5345,901Y009,4.2.1. 소비자물가지수,F01206,콘택트렌즈,2020Q2,100.2
5346,901Y009,4.2.1. 소비자물가지수,F01207,의료측정기,2020Q2,100.65
5347,901Y009,4.2.1. 소비자물가지수,F01208,보청기,2020Q2,100
5348,901Y009,4.2.1. 소비자물가지수,F02,외래환자 서비스,2020Q2,99.96
5349,901Y009,4.2.1. 소비자물가지수,F021,의료서비스,2020Q2,100
5350,901Y009,4.2.1. 소비자물가지수,F02101,외래진료비,2020Q2,100
5351,901Y009,4.2.1. 소비자물가지수,F02102,건강검진비,2020Q2,99.98
5352,901Y009,4.2.1. 소비자물가지수,F02103,한방진료비,2020Q2,100
5353,901Y009,4.2.1. 소비자물가지수,F02104,약국조제료,2020Q2,100
5354,901Y009,4.2.1. 소비자물가지수,F022,기타의료서비스,2020Q2,99.9
5355,901Y009,4.2.1. 소비자물가지수,C01101,남자외의,2020Q2,100
5356,901Y009,4.2.1. 소비자물가지수,C01102,남자상의,2020Q2,100
5357,901Y009,4.2.1. 소비자물가지수,C01104,남자내의,2020Q2,99.88
5358,901Y009,4.2.1. 소비자물가지수,C012,여자의류,2020Q2,100.03
5359,901Y009,4.2.1. 소비자물가지수,C01201,여자외의,2020Q2,100.18
5360,901Y009,4.2.1. 소비자물가지수,C01202,원피스,2020Q2,100
5361,901Y009,4.2.1. 소비자물가지수,C01203,여자상의,2020Q2,100
5362,901Y009,4.2.1. 소비자물가지수,C01205,여자내의,2020Q2,100.05
5363,901Y009,4.2.1. 소비자물가지수,C013,캐쥬얼의류,2020Q2,99.93
5364,901Y009,4.2.1. 소비자물가지수,C01301,점퍼,2020Q2,99.84
5365,901Y009,4.2.1. 소비자물가지수,C01302,티셔츠,2020Q2,99.97
5366,901Y009,4.2.1. 소비자물가지수,C01303,스웨터,2020Q2,100
5367,901Y009,4.2.1. 소비자물가지수,C01304,청바지,2020Q2,100
5368,901Y009,4.2.1. 소비자물가지수,C01305,운동복,2020Q2,99.91
5369,901Y009,4.2.1. 소비자물가지수,C01306,등산복,2020Q2,100
5370,901Y009,4.2.1. 소비자물가지수,C014,아동복 · 유아복,2020Q2,100.16
5371,901Y009,4.2.1. 소비자물가지수,C015,기타의류 및 의류 장신구,2020Q2,99.84
5372,901Y009,4.2.1. 소비자물가지수,C01501,양말,2020Q2,99.97
5373,901Y009,4.2.1. 소비자물가지수,C01502,모자,2020Q2,99.56
5374,901Y009,4.2.1. 소비자물가지수,A01113,시리얼,2020Q2,100.03
5375,901Y009,4.2.1. 소비자물가지수,A01114,부침가루,2020Q2,102.93
5376,901Y009,4.2.1. 소비자물가지수,A01115,케이크,2020Q2,100.09
5377,901Y009,4.2.1. 소비자물가지수,A01116,빵,2020Q2,100.09
5378,901Y009,4.2.1. 소비자물가지수,A01117,떡,2020Q2,99.86
5379,901Y009,4.2.1. 소비자물가지수,C021,신발,2020Q2,98.33
5380,901Y009,4.2.1. 소비자물가지수,C02101,아동화,2020Q2,100
5381,901Y009,4.2.1. 소비자물가지수,C02102,구두,2020Q2,94.42
5382,901Y009,4.2.1. 소비자물가지수,C02103,운동화,2020Q2,100
5383,901Y009,4.2.1. 소비자물가지수,C02104,실내화,2020Q2,100.02
5384,901Y009,4.2.1. 소비자물가지수,D,"주택, 수도, 전기 및 연료",2020Q2,100.35
5385,901Y009,4.2.1. 소비자물가지수,D01,주택임차료,2020Q2,99.88
5386,901Y009,4.2.1. 소비자물가지수,D011,주택임차료,2020Q2,99.88
5387,901Y009,4.2.1. 소비자물가지수,D01101,전세,2020Q2,99.85
5388,901Y009,4.2.1. 소비자물가지수,D01102,월세,2020Q2,99.93
5389,901Y009,4.2.1. 소비자물가지수,D03,주거시설 유지·보수,2020Q2,99.79
5390,901Y009,4.2.1. 소비자물가지수,D031,주거시설 유지·보수,2020Q2,99.79
5391,901Y009,4.2.1. 소비자물가지수,D03101,주택수선재료,2020Q2,100.01
5392,901Y009,4.2.1. 소비자물가지수,D03102,설비수리비,2020Q2,99.68
5393,901Y009,4.2.1. 소비자물가지수,D04,수도 및 주거관련 서비스,2020Q2,98.98
5394,901Y009,4.2.1. 소비자물가지수,D041,상하수도료,2020Q2,98.41
5395,901Y009,4.2.1. 소비자물가지수,D04101,상수도료,2020Q2,98.67
5396,901Y009,4.2.1. 소비자물가지수,D04102,하수도료,2020Q2,98.02
5397,901Y009,4.2.1. 소비자물가지수,D042,기타 주거관련 서비스,2020Q2,99.18
5398,901Y009,4.2.1. 소비자물가지수,D04201,공동주택관리비,2020Q2,99.13
5399,901Y009,4.2.1. 소비자물가지수,D04202,쓰레기봉투료,2020Q2,99.98
5400,901Y009,4.2.1. 소비자물가지수,D04203,정화조청소료,2020Q2,100.01
5401,901Y009,4.2.1. 소비자물가지수,D05,"전기, 가스 및 기타연료",2020Q2,103.2
5402,901Y009,4.2.1. 소비자물가지수,D051,전기,2020Q2,102.74
5403,901Y009,4.2.1. 소비자물가지수,D05101,전기료,2020Q2,102.74
5404,901Y009,4.2.1. 소비자물가지수,D052,가스,2020Q2,104.92
5405,901Y009,4.2.1. 소비자물가지수,D05201,도시가스,2020Q2,105.43
5406,901Y009,4.2.1. 소비자물가지수,D05202,취사용LPG,2020Q2,97.66
5407,901Y009,4.2.1. 소비자물가지수,D053,기타연료 및 에너지,2020Q2,98.69
5408,901Y009,4.2.1. 소비자물가지수,D05301,등유,2020Q2,96.88
5409,901Y009,4.2.1. 소비자물가지수,D05303,부탄가스,2020Q2,100.74
5410,901Y009,4.2.1. 소비자물가지수,E,가정용품 및 가사 서비스,2020Q2,99.95
5411,901Y009,4.2.1. 소비자물가지수,E01,"가구, 가사비품 및 카페트",2020Q2,99.73
5412,901Y009,4.2.1. 소비자물가지수,E011,"가구, 가사비품 및 카페트",2020Q2,99.73
5413,901Y009,4.2.1. 소비자물가지수,E01101,장롱,2020Q2,100.84
